-0.5 -0.5 1.29
-0.5 -0.49 1.51
-0.5 -0.48 1.07
-0.5 -0.47 1.4
-0.5 -0.46 1.32
-0.5 -0.45 1.5
-0.5 -0.44 1.47
-0.5 -0.43 1.49
-0.5 -0.42 1.43
-0.5 -0.41 1.54
-0.5 -0.4 1.22
-0.5 -0.39 1.58
-0.5 -0.38 1.25
-0.5 -0.37 1.45
-0.5 -0.36 1.49
-0.5 -0.35 1.47
-0.5 -0.34 1.6
-0.5 -0.33 1.43
-0.5 -0.32 1.55
-0.5 -0.31 1.69
-0.5 -0.3 1.49
-0.5 -0.29 1.39
-0.5 -0.28 1.47
-0.5 -0.27 1.47
-0.5 -0.26 1.27
-0.5 -0.25 1.63
-0.5 -0.24 1.49
-0.5 -0.23 1.45
-0.5 -0.22 1.68
-0.5 -0.21 1.5
-0.5 -0.2 1.58
-0.5 -0.19 1.59
-0.5 -0.18 1.32
-0.5 -0.17 1.63
-0.5 -0.16 1.51
-0.5 -0.15 1.46
-0.5 -0.14 1.54
-0.5 -0.13 1.6
-0.5 -0.12 1.87
-0.5 -0.11 1.4
-0.5 -0.1 1.64
-0.5 -0.09 1.63
-0.5 -0.08 1.54
-0.5 -0.07 1.59
-0.5 -0.06 1.4
-0.5 -0.05 1.69
-0.5 -0.04 1.53
-0.5 -0.03 1.61
-0.5 -0.02 1.75
-0.5 -0.01 1.71
-0.5 0 1.51
-0.5 0.01 1.53
-0.5 0.02 1.56
-0.5 0.03 1.65
-0.5 0.04 1.53
-0.5 0.05 1.5
-0.5 0.06 1.74
-0.5 0.07 1.58
-0.5 0.08 1.42
-0.5 0.09 1.58
-0.5 0.1 1.59
-0.5 0.11 1.33
-0.5 0.12 1.78
-0.5 0.13 1.87
-0.5 0.14 1.34
-0.5 0.15 1.46
-0.5 0.16 1.57
-0.5 0.17 1.57
-0.5 0.18 1.52
-0.5 0.19 1.78
-0.5 0.2 1.59
-0.5 0.21 1.51
-0.5 0.22 1.49
-0.5 0.23 1.49
-0.5 0.24 1.65
-0.5 0.25 1.46
-0.5 0.26 1.6
-0.5 0.27 1.43
-0.5 0.28 1.65
-0.5 0.29 1.71
-0.5 0.3 1.77
-0.5 0.31 1.64
-0.5 0.32 1.44
-0.5 0.33 1.77
-0.5 0.34 1.43
-0.5 0.35 1.39
-0.5 0.36 1.52
-0.5 0.37 1.37
-0.5 0.38 1.37
-0.5 0.39 1.45
-0.5 0.4 1.49
-0.5 0.41 1.4
-0.5 0.42 1.46
-0.5 0.43 1.31
-0.5 0.44 1.16
-0.5 0.45 1.29
-0.5 0.46 1.09
-0.5 0.47 1.22
-0.5 0.48 1.44
-0.5 0.49 1.28

-0.49 -0.5 1.51
-0.49 -0.49 1.37
-0.49 -0.48 1.39
-0.49 -0.47 1.47
-0.49 -0.46 1.19
-0.49 -0.45 1.49
-0.49 -0.44 1.49
-0.49 -0.43 1.7
-0.49 -0.42 1.57
-0.49 -0.41 1.46
-0.49 -0.4 1.5
-0.49 -0.39 1.24
-0.49 -0.38 1.48
-0.49 -0.37 1.48
-0.49 -0.36 1.53
-0.49 -0.35 1.54
-0.49 -0.34 1.54
-0.49 -0.33 1.42
-0.49 -0.32 1.56
-0.49 -0.31 1.63
-0.49 -0.3 1.5
-0.49 -0.29 1.46
-0.49 -0.28 1.43
-0.49 -0.27 1.64
-0.49 -0.26 1.27
-0.49 -0.25 1.57
-0.49 -0.24 1.53
-0.49 -0.23 1.64
-0.49 -0.22 1.5
-0.49 -0.21 1.68
-0.49 -0.2 1.53
-0.49 -0.19 1.33
-0.49 -0.18 1.62
-0.49 -0.17 1.53
-0.49 -0.16 1.62
-0.49 -0.15 1.43
-0.49 -0.14 1.41
-0.49 -0.13 1.79
-0.49 -0.12 1.69
-0.49 -0.11 1.67
-0.49 -0.1 1.51
-0.49 -0.09 1.42
-0.49 -0.08 1.65
-0.49 -0.07 1.79
-0.49 -0.06 1.8
-0.49 -0.05 1.49
-0.49 -0.04 1.81
-0.49 -0.03 1.71
-0.49 -0.02 1.59
-0.49 -0.01 1.46
-0.49 0 1.6
-0.49 0.01 1.53
-0.49 0.02 1.57
-0.49 0.03 1.65
-0.49 0.04 1.54
-0.49 0.05 1.67
-0.49 0.06 1.68
-0.49 0.07 1.58
-0.49 0.08 1.57
-0.49 0.09 1.75
-0.49 0.1 1.58
-0.49 0.11 1.44
-0.49 0.12 1.62
-0.49 0.13 1.55
-0.49 0.14 1.55
-0.49 0.15 1.42
-0.49 0.16 1.54
-0.49 0.17 1.7
-0.49 0.18 1.7
-0.49 0.19 1.74
